flag,eez,fishing_vessels,fishing_days,fishing_hours,fishing_KwH,start_lat,start_lon,end_lon,end_lat
Japan,Phoenix Group,3,63,1054.7580555555555,1125779.9439909079,29.5117767836,138.481815283,-172.453965248,-3.73181210892
Japan,Republic of Mauritius,4,94,1727.0823611111107,1270637.6159722216,29.5117767836,138.481815283,60.1172030942,-16.8102129211
Japan,Russia,3,6,70.57486111111112,108229.73301164167,29.5117767836,138.481815283,93.5554082721,71.3259188065
Japan,Sao Tome and Principe,1,13,269.7238888888889,199730.5397222224,29.5117767836,138.481815283,6.35334522867,0.779096486722
Japan,Solomon Islands,61,1807,30138.30736111112,34008825.37543317,29.5117767836,138.481815283,163.688495688,-10.0506821726
Japan,South Africa,13,1428,22626.472916666673,16426520.029221233,29.5117767836,138.481815283,24.4433127625,-33.5080154268
Japan,South Korea,4,153,890.4225,445455.2026692306,29.5117767836,138.481815283,126.961471211,35.419646255399996
Japan,Tristan da Cunha,3,47,550.4986111111128,407330.15846333094,29.5117767836,138.481815283,-11.3358981314,-39.0680540905
Japan,Tuvalu,20,157,796.8394444444449,1660043.0213854606,29.5117767836,138.481815283,177.64933,-7.109534999999999
Japan,Uruguay,2,181,3634.2736111111117,4688352.084369718,29.5117767836,138.481815283,-53.3214266066,-35.7892709012
Japan,Wake Island,2,5,11.135972222222223,20482.284681427776,29.5117767836,138.481815283,166.530457536,19.5032615321
Japan,Western Sahara,20,1127,23119.835138888888,16891452.77219361,29.5117767836,138.481815283,-17.6951303974,23.3411860745
Kiribati,American Samoa,1,2,1.9623611111111114,1609.1361111111112,1.433333,173,-169.063470082,-13.8548393188
Kiribati,Cook Islands,5,22,196.79611111111114,598923.485553878,1.433333,173,-161.303414012,-15.0189070607
Kiribati,Howland and Baker islands,1,3,8.196944444444446,16179.685516972222,1.433333,173,-176.72726847,0.791304953123
Kiribati,Indonesia,2,45,62.23986111111111,32010.846549331945,1.433333,173,117.898147552,-3.30903479808
Kiribati,Japan,1,3,7.557777777777779,12316.998114666667,1.433333,173,138.481815283,29.5117767836
Kiribati,Jarvis Island,1,5,22.852361111111104,61372.301000000036,1.433333,173,-160.468385678,-0.913995273863
Kiribati,Marshall Islands,10,87,727.166388888889,2003585.4472185338,1.433333,173,167.487347243,10.1520394692
Kiribati,Micronesia,13,248,2125.5158333333343,4969283.465691087,1.433333,173,150.322031428,6.76930482445
Kiribati,Nauru,10,84,717.2090277777778,1650582.2014094885,1.433333,173,166.123963816,-0.591130617199
Kiribati,Niue,1,81,1848.1102777777764,1515450.427777778,1.433333,173,-169.331383301,-19.5231481912
Kiribati,Northern Mariana Islands,1,2,5.537638888888888,9024.754333833334,1.433333,173,145.73933219,18.2865983172
Kiribati,Papua New Guinea,10,385,2498.817222222223,5517404.034453208,1.433333,173,150.717739785,-5.46159340329
Kiribati,Samoa,1,29,547.9193055555556,449293.8305555555,1.433333,173,-172.753720967,-13.296866319
Kiribati,Singapore,2,623,1472.4340277777778,756443.287871939,1.433333,173,103.816427663,1.27428184632
